Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at
"Adults with avoidant attachment don’t trust other people to be there for them at all, so they studiously avoid intimacy and other connection so as to never be vulnerable to rejection. They appear cold, aloof, and unfriendly. To communicate with the avoidant-attached, remember that a lack of warmth on their part does not necessarily signal hostility—it’s more about caution. Don’t try to warm things up by being overly friendly, because you will just make them uncomfortable. Relationships with these people take time to build, and it’s necessary to take the long view.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1894,2019-04-19 04:56:00+00:00
"You can also try sharing personal (but appropriate!) stories of your past experiences. Allowing yourself to be a bit vulnerable is a great way to project warmth. Talk about your struggles and challenges. Let the perceiver know your fallible, human side. Far from seeing you negatively, the perceiver is likely to feel that this invitation to intimacy indicates that you are on the same team.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,868,2019-04-15 04:56:00+00:00
"Don’t justify. Most people make the mistake of making their apologies about themselves—about their own intentions, thoughts, and feelings. “I didn’t mean to . . .” “I was trying to . . .”",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,2118,2019-04-23 04:56:00+00:00
"To deal with the ego lens, first assess the threat you may pose—particularly with someone who doesn’t know you well. Ask yourself, Am I, or could I potentially be, close to the perceiver? Remember, closeness isn’t just about how intimate your relationship is. Closeness is about how much you matter—how much your behavior can affect the perceiver’s work and life. So if you are someone the perceiver has to see often or work with directly, or who might be that in the future, you count as close. Then ask yourself, Might my abilities or achievements be relevant to the perceiver? Are you going to have to do or say something that might cast the perceiver’s own abilities or achievements in a negative light, like giving him or her a performance review or pointing out an error?",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1441,2019-04-17 04:56:00+00:00
"Imagine you observe someone weeping at a funeral. In Phase 1 of perception, you (as the observer) ask yourself, What is it about this person that is causing him or her to cry? Weeping, for instance, implies that someone is particularly emotionally sensitive. You aren’t actually aware that you are asking (and answering) this question. It happens automatically, below your awareness, and in fractions of a second. It is also relatively effortless and riddled with biases that shape the conclusion you ultimately draw. In Phase 2 of perception, you engage in correction or discounting, by taking into account other factors, like the situation the behavior is occurring in. After all, lots of people cry at funerals, right? So weeping at a funeral, upon further consideration, doesn’t really suggest that the person is particularly sensitive—anyone might behave that way under the circumstances.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,550,2019-04-10 04:56:00+00:00
"What if you’ve let the whole team down? Since in the workplace, we often operate as teams, if you’ve messed up, then chances are the entire group is affected. In team settings, people don’t want compensation or empathy—they want an acknowledgement of violated rules and norms. You basically need to admit that you broke the code of behavior of your social group, your organization, or your society.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,2144,2019-04-23 04:56:00+00:00
"But if you are a partner, colleague, or friend, you need to offer an expression of empathy. The colleague you left out of the loop or the spouse whose feelings you hurt doesn’t want compensation. Expressions of empathy involve taking the other person’s perspective and recognizing and expressing concern over the suffering you caused.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,2140,2019-04-23 04:56:00+00:00
Conclusion Becoming a Better Judge of Others—and of Yourself,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,.h1,yellow,h1,location,2154,2019-04-23 04:56:00+00:00
Compensation Versus Empathy in Apologies,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,.h3,yellow,h3,location,2135,2019-04-23 04:56:00+00:00
"The guy in the coffee-stained suit wants an offer of compensation. For strangers or mere acquaintances, offers of compensation are attempts to restore balance through some redeeming action. Sometimes the compensation is tangible, like paying to repair or replace your neighbor’s fence when you inadvertently back your car into it, or running out to get your girlfriend a new phone when you accidentally drop hers into the toilet. Offers of compensation can also be more emotional or socially supportive—as in, “I’m sorry I acted like a jerk, and I’ll make it up to you by being extra thoughtful from now on.”",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,2135,2019-04-23 04:56:00+00:00
"Restore a sense of “us.” When you fail to deliver on your promises, or when you wrong another person in some way, it not only diminishes trust—it damages the sense of us that exists between you and your perceiver. You run the risk of becoming a them. Remind the injured party of your shared history, your commonalities, your shared goals. Reassure him or her that you are on the same team and have no intention of letting the team down again.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,2127,2019-04-23 04:56:00+00:00
"Acknowledge their feelings and values. Your perceivers are experiencing a threat, so they need affirmation. By recognizing what they are feeling and encouraging them to talk about what is important to them, you will be taking important steps in healing the damage you’ve done.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,2125,2019-04-23 04:56:00+00:00
"Imagine their perspective. Specifically, focus on how they have been affected by your mistake, on how they are feeling, and on what they need from you in order to move forward. You need to take all ambiguity out of the situation, lest their lenses wreak havoc.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,2123,2019-04-23 04:56:00+00:00
"Strictly speaking, this strategy doesn’t necessarily result in a more accurate view so much as a more positive view.8 Once someone realizes that he or she is going to have to put up with you for a while, the person is more likely to want to see the best in you. So if you suspect that you have created a bad impression or that your perceiver just isn’t noticing your good qualities, try to increase the amount of contact between the two of you. Stick to your perceiver like glue, and eventually the person will learn to like you, even if it kills him or her.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,"Something must be missing here. Doesn't this describe a kind of stalking? If there other person senses danger, this would backfire disastrously!",yellow,,location,2081,2019-04-23 04:56:00+00:00
A Special Case: The Apology,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,.h3,yellow,h3,location,2107,2019-04-23 04:56:00+00:00
"But as my good friend, Lehigh University psychologist Gordon Moskowitz, discovered, there are ways to make people aware of their egalitarian ideals—to activate the goal for them in a given interaction, in case they don’t do it for themselves.2 First, you can use the power of labeling. In general, people will try to conform to the labels they are given, provided that the labels are positive and not totally inconsistent with their existing views. For example, when individuals who contributed to a charity were told that they were “a generous donor,” they gave significantly more money two weeks later when asked for another donation. It’s as if they thought to themselves, Well, after all, I am a generous donor, and giving more is what generous donors do.3 You can harness this power by complimenting your perceiver on his or her “fairness,” “unbiased assessment,” “keen perception,” or “uncanny accuracy” when it comes to perceiving others. If you don’t know the perceiver well and would have no basis to make such a judgment, you can try a different approach—suggest that in the perceiver’s line of work or in his or her position in the company, the ability to accurately and fairly assess others “must be a key skill to possess.” You wouldn’t be lying, since this is always a key skill to possess, no matter what someone does for a living. But by reminding the person of its importance, you will be activating the egalitarian goal that will lead him or her into Phase 2.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1967,2019-04-22 04:56:00+00:00
"Promotion-minded people generally respond well to arguments framed in terms of potential gains, possible benefits, and the good things that will happen if they agree to do X (whether X is to approve a project, compromise on a contentious issue, accept change, or provide more support to a colleague). The prevention-minded are more persuaded by what they might lose, mistakes that can be avoided, and the bad things that will happen if they don’t agree to do X. The promotion lens is looking for why the perceiver should say yes, while the prevention lens is searching for reasons to not say no.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1681,2019-04-19 04:56:00+00:00
Chapter 9 Correcting Bad Impressions and Overcoming Misunderstandings,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h2

You have to get someone into system 2 to get them to evaluate their perception of you. One way is to make yourself necessary in them achieving their goals, do they try to understand you as best they can.

Another way is to ensure you are around then a lot. This seems risky to me!

Also discusses how to make a good apology.",yellow,h2,location,1902,2019-04-19 04:56:00+00:00
"Anxiously attached adults are, as the name implies, very anxious about their relationships. They desperately want intimacy, while being constantly worried that their relationship partners will reject them. They come off as needy, clingy, and emotionally volatile. To communicate effectively with an anxiously attached perceiver, it’s essential to avoid ambiguity—take care that you don’t inadvertently send a rejection signal (or one that could be construed as rejecting). Be reliable, be patient, and don’t take a person’s overblown reactions personally. It’s not about you.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1890,2019-04-19 04:56:00+00:00
"Remember that even the most timid, prevention-minded person will gladly take a risk, once you help him or her understand why it would be a greater risk not to.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1679,2019-04-19 04:56:00+00:00
"Part IV Being Seen, and Seeing Others, More Accurately",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,.h1,yellow,h1,location,1900,2019-04-19 04:56:00+00:00
"Chapter 8 The Clingy, Anxious Perceiver and the Aloof, Avoidant Perceiver",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h2

Anxious perceivers want relationships, but are constantly worried that they might go bad. Be careful not to send rejection signals. Communicate carefully without ambiguity, be patient.

Avoidant perceivers don't think people can be counted on, so they don't want relationships at all. Don't mistake lack of warmth with hostility, don't be overly warm yourself, and be patient.",yellow,h2,location,1728,2019-04-19 04:56:00+00:00
Key Takeaways,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,.h3,yellow,h3,location,1887,2019-04-19 04:56:00+00:00
"Picture one of your colleagues—anyone you know reasonably well. Now, try to recall a time that this colleague received good news—a time when he or she was happy. Maybe a project came in under budget or was completed on time. Maybe a customer was particularly pleased with your colleague’s work. What did “happy” look like? Was it the high-energy, joyful kind of happy? Were there lots of big smiles and some well-deserved patting of his or her own back? Yeah, I knew they were going to be happy with it. They love me. Wait until they see what I do for them on the next project! Or, was it a low-energy, calm kind of happy? Did you see your colleague’s shoulders relax, a quick flash of a smile, and a long exhale? Did it feel a bit more like relief than joy? Well, that could have gone a lot worse.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,Identifying promotion be prevention lens by emotions.,yellow,,location,1621,2019-04-18 04:56:00+00:00
"If you have—or have ever had—a boss who sees through a promotion lens, then you know all too well how that can be both a blessing and a curse. The enthusiasm of promotion-focused people can be infectious, and their generally positive, open-minded outlook can help foster an environment where new ideas and fresh approaches are welcome. They are rarely micromanagers, so if you have an independent spirit, it can flourish under a promotion-focused leader. On the other hand, you will probably receive far less guidance and feedback than you would like, your mistakes will go unchecked, important details will go unnoticed, and you may find yourself crushed under the mountain of work that your boss will assign you, as he or she eagerly says yes to every potential project that comes into your group’s orbit.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1563,2019-04-18 04:56:00+00:00
"So, how can you get your cautious boss, who is weighed down with responsibilities and understandably antirisk, to go out on a limb and embrace a great, albeit risky, idea? The key is to stop fighting his or her prevention lens and to work with it instead. In the end, it’s all about language. You may be thinking of your great idea as an opportunity for gain, but you can always reframe it as an opportunity for avoiding loss. To persuade a prevention-minded person, you want to emphasize how the course of action you are advocating can keep your company safe and secure—how it will help your company avoid making a terrible mistake.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1671,2019-04-18 04:56:00+00:00
"Looked at through the prevention lens, motivation feels like vigilance, rather than eagerness. The thing about vigilance is that—unlike eagerness—it actually increases in response to negative feedback or self-doubt. Think about this observation for a minute, because it will probably blow your mind a little. For the prevention-minded, believing you might fail is really motivating. There’s nothing like the looming possibility of failure to get your prevention juices flowing. Too much confidence or effusive praise—the kind of stuff the promotion-minded can’t get enough of—will lead a prevention-minded person to let down his or her guard and actually undermine the person’s motivation.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,favorite,location,1597,2019-04-18 04:56:00+00:00
"And while it is really easy to come up with a long list of well-known promotion-focused people, when I try to think of a famous prevention-focused person, I have a really hard time coming up with even one. That’s because the people who look through the prevention lens are always the unsung heroes of any success story. They don’t rush in to rescue people from disasters—they are the ones who make sure disasters don’t happen in the first place. They’re making sure that the airplane you are flying in doesn’t lose an engine midair, that the medicine you are taking won’t accidentally kill you, and that there’s a plan in place if your city is struck by a hurricane, a tornado, or a bout of swine flu. Keeping things running smoothly won’t make you famous. So if you are prevention focused, you probably deserve a lot more thanks than you are likely to ever get.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1591,2019-04-18 04:56:00+00:00
Chapter 7 Eager Reward-Seekers and Vigilant Risk-Mitigators,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,h2,location,1510,2019-04-17 04:56:00+00:00
"The extent that a perceiver’s self-esteem can be threatened by your accomplishments and abilities is a function of how relevant they are (i.e., does the perceiver want the same accomplishments and abilities?) and how close you are (i.e., are you an active part of his or her life?). When relevance or closeness is low, the threat is diminished and you will be seen more accurately. When both relevance and closeness are high, you are in trouble—the perceiver will somehow have to diminish you (mentally) or maintain greater distance from you to protect his or her self-esteem. These ego lens processes go beyond individuals to the groups to which we belong. A success for someone in my group is my success, while a success for someone in your group is a threat to mine. This is why forming a sense of us with your perceiver is so important—when you are part of the same group that your perceiver belongs to, your accomplishments and abilities can be a source of self-esteem for him or her, too.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1499,2019-04-17 04:56:00+00:00
Part III Lenses for Particular Personalities,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h1

Reward seeking lens people see things in terms of gains, not risks. Communicate in terms of gains.

Risk mitigators are worried about losing what they have. Communicate in terms of avoiding risk.

Anxious lens people worry about their relationships, are constantly on guard for rejection. Avoid ambiguity in communication. Be patient.

Avoidant lens people don't expect others to be trustworthy. Don't misinterpret distance as hostility. Don't project too much warmth. Again, be patient.",yellow,h1,location,1508,2019-04-17 04:56:00+00:00
"As I mentioned, the essence of self-esteem is comparison. How does the perceiver see himself or herself, in terms of abilities and accomplishments, compared with other people? Psychologist Abraham Tesser argues that a person’s self-esteem can be enhanced or threatened by the achievements and shortcomings of another as a function of two factors.5 The first is relevance. Does the domain of achievement (or failure) really matter to the perceiver? Does it factor into the perceiver’s own sense of who he or she is? A professional tennis player is likely to be affected when a rival wins a major tournament, but not when a famous chef opens another successful restaurant. It’s not success per se that threatens the player—it’s the particular successes that he or she covets. The second is closeness. Is this other successful person a major player in the perceiver’s life or an unknown or distant person who can easily be ignored? Perceivers are really only affected—for better or worse—by those whom they see regularly or feel strongly about. This is why sibling rivalry is a thing, and second-cousin-once-removed rivalry isn’t. Figure 6-1 shows how it works.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1318,2019-04-16 04:56:00+00:00
"You see, the ego lens, like the trust and power lenses, has a single mission. In this case, it’s to see things in such a way that the perceiver comes out on top. The ego lens has several strategies that it can deploy to accomplish this mission, each of which I’ll describe in detail in this chapter. Put simply, they are as follows: Focus on how the perceiver is better than you or on how the perceiver’s group (us) is better than your group (them). Focus on how you and the perceiver are in the same group (i.e., both of you are us) and therefore the perceiver can enjoy your successes and bask in the reflected glory of your awesomeness. Decide that your good qualities are not a threat, because you are not competing with the perceiver for the same resources or because the perceiver doesn’t actually value those particular qualities. If strategies 1, 2, and 3 don’t work or aren’t applicable, your good qualities and accomplishments are a threat to the perceiver’s self-esteem. Therefore, you must be avoided or sabotaged to neutralize the threat.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1245,2019-04-16 04:56:00+00:00
"Just about every research finding I’ve described so far in the chapter is obtained not only when participants have a generally higher sense of power, but also when they were momentarily made to feel powerful in the experiment. And that part is really important, because when we witness instances of bad behavior among the rich and powerful, it’s easy to assume that the kind of people who seek power are also the kind of people who take crazy risks and behave irresponsibly and unethically. What the research of Galinsky, Piff, and others suggests is that power itself is the driving force—and that even someone who is new to power will be prone to the same kinds of mistakes as someone who has enjoyed a lifetime of it.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1126,2019-04-15 04:56:00+00:00
"All this suggests that you need a very different approach to projecting competence than the one you intuitively take, because your intuition is probably wrong. People are much more impressed, whether they realize it or not, by your potential than by your track record. It would be wise to start focusing your pitch on your future, rather than on your past—even if that past is very impressive indeed. It’s what you could be that makes people sit up and take notice.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,favorite,location,971,2019-04-15 04:56:00+00:00
"Fortunately, there is a way to resolve this paradox: focus on projecting those qualities of warmth that do not appear to evoke low competence—the moral aspects of warmth. Research by Paul Rozin (the psychologist who convinced me to abandon my chemistry major for a career in psychology, God bless him) and his colleagues has argued that moral character, rather than overall warmth, is really the best predictor of whether someone will act on his or her good intentions toward you, and therefore is the better indicator of whom to trust. They found that traits like courageous, fair, principled, responsible, honest, and loyal—traits that lack the touchy-feeliness we generally associate with warmth—convey good intentions and trustworthiness even better than traits like sociable, funny, and agreeable, and without the connotations of low competence. (Of course, sociable, funny, and agreeable have the advantage of being much easier to convey, particularly in a short time. In a brief conversation, someone is unlikely to come away thinking you are principled, for instance.)",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,994,2019-04-15 04:56:00+00:00
"Also, it goes without saying that to be instrumental, you need to do everything that is directly asked of you—but where you can really stand out is by anticipating your boss’s needs, before he or she asks. I had a research assistant who did exactly that—who prepared literature reviews for me that she knew I would eventually need, who had documents ready before I asked for them, who took over, without being asked to, the scheduling of research participants, a thankless and frustrating job. I wrote her the most glowing recommendation I’ve ever written for a student. And when she left my lab and moved on to graduate school, I was depressed for a week. That’s instrumentality. Instrumentality isn’t about being nice—it’s about being useful. Whenever I’m at a conference or an awards dinner with a few movers and shakers in attendance, I’m always a little amazed to see how reflexively people seem to shower the powerful with flattery and ingratiation. It’s so natural, it just seems to come rushing out of their mouths. I really admire the work you do. I’m such a big fan. Your marketing strategy is brilliant. Sure, that might elicit a smile. And of course, being warm signals that you are a friend and not a foe, which is good. But believe me when I tell you that powerful people by and large don’t give a damn that you think they are awesome. To really get their attention, you’ll need to let them know how you can help facilitate their continuing, increasing awesomeness. If you want them to see the real you, this is the only way.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1202,2019-04-15 04:56:00+00:00
"When powerful people experience feelings of threat—when, say, the source of their power is illegitimate or unstable—they often negatively stereotype subordinates even more. For instance, a set of studies found that people assigned to be group leader paid particular attention to negative stereotypic information about their other group members, but only when these leaders were randomly chosen to be group leaders. When, instead, they felt they had earned the role through an evaluation of their social skills and suitability for the job, the bias disappeared.8 Research like this suggests that powerful leaders can and do use negative stereotyping strategically, to bolster their sense of entitlement to power.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1157,2019-04-15 04:56:00+00:00
"And remember how power is generally associated with superior performance? I should probably explain why—or more specifically, when—it’s not. You see, powerful people often have a lot on their plates, and it stands to reason that they can’t possibly bring their best to everything. They need to decide where to put their effort and where to hold back. So, how do they decide? The short and unsurprising answer is that people with power generally withhold effort when they feel that the task in question is unworthy of a powerful person—in other words, when it seems like the kind of thing an underling would do. This attitude can and does affect performance. For example, in the research by Galinsky I referred to earlier, when participants were given boring, repetitive tasks like filling out multiplication tables, those assigned to a leadership role (i.e., those given power) performed worse than nonleaders and complained that they didn’t think it was the sort of task a leader should have to do.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1131,2019-04-15 04:56:00+00:00
"This means that while having more power can warp your view of the less powerful, having less power rarely distorts your view of the more powerful. Oh sure, maybe the less powerful are occasionally fearful—or envious—of the powerful. But being powerless makes people much more motivated to be accurate—to engage in Phase 2 perception and take nothing for granted. Those with less power need to be able to predict how those with more power will think, feel, and act—because the less powerful depend on the more powerful to get what they want.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1042,2019-04-15 04:56:00+00:00
"Cuddy’s research shows that when you project competence before warmth, you run the risk of appearing cold . . . and eliciting fear from your employees. They might respect you, but fearful employees are rarely able to work at their best. And you certainly can’t blame them for wanting to jump ship once an offer to work for someone who doesn’t make them constantly anxious comes along. So, are you a leader who projects warmth first—a leader whose top priority is making sure your team members feel they can trust you? If you suspect the answer might be no, you need to start working on your warmth pronto, because you will never be trusted without it.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,1015,2019-04-15 04:56:00+00:00
"Studies show that when you publicly engage in behaviors that are indicative of low self-control, your trustworthiness is diminished.14 In other words, all those things you know you shouldn’t do—smoking; overeating; impulsive spending; being lazy, late, disorganized, excessively emotional, or quick-tempered—may be even worse for you than you even realized, because of the collateral damage they are doing to your perceived trustworthiness.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,887,2019-04-15 04:56:00+00:00
"Much of the advice you hear about projecting competence is fairly obvious: highlight your accomplishments and experience, be self-assured, avoid defensiveness. And again, make eye contact. Really, I can’t overstate the importance of this simple strategy. Making eye contact while speaking is, in fact, significantly correlated with IQ—and somehow, people seem to know it. Those who make eye contact are consistently judged as more intelligent.12 While we’re at it, easy-to-understand communication, faster speech rate, gesturing, nodding, and upright posture all lead to perceptions of greater competency, too.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,876,2019-04-15 04:56:00+00:00
"We are more likely to feel we can trust someone who has trusted us first—someone who has been openly cooperative rather than competitive and put others’ interests above their own. Obviously this strategy is not without some risk, but again, the payoff is generally well worth the chance you are taking.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,866,2019-04-15 04:56:00+00:00
"Recent research shows that people who are willing to take responsibility for their own failures and for the failures of the teams in which they work are perceived to have greater character, more personal integrity, and more positive intentions toward others—all powerful facilitators of trust.11 So go ahead and say you’re sorry. Good things are sure to come from it.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,858,2019-04-15 04:56:00+00:00
Chapter 6 The Ego Lens,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h2

The ego lens exists to maintain self esteem. Your accomplishments can be threatening when you are close to another person (you have an effect on their life) and your accomplishments are similar to what they want to accomplish. This can be mitigated by appealing to being in the same group as them by finding almost any commonality.",yellow,h2,location,1228,2019-04-15 04:56:00+00:00
Chapter 5 The Power Lens,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h2

She conceives of power as being fluid, changing from situation to situation. Power is simply being the person who gets to make the decision in this situation.

People in power are focused on things that advance their goals.

The best way to get the attention of people looking at you through the power lens is to show that you can help then achieve their goals.",yellow,h2,location,1030,2019-04-15 04:56:00+00:00
"So there is a lot riding on whether you come across as trustworthy. Studies suggest that in order to figure out whether you are trustworthy, others analyze your words and deeds to find the answers to two questions: Do you have good intentions toward me—are you a friend or a foe? Do you have what it takes to act on those intentions?",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,808,2019-04-12 04:56:00+00:00
"Phase 2 of Perception Perceivers take the situation and other factors into account and revise their impression of you accordingly—making it generally much more accurate. Perceivers need to be able to pay attention and motivated to put in the effort—otherwise they stick with their Phase 1 conclusions. And since people are often mentally busy and not particularly motivated, much of perception in real life ends up being based on the processes of Phase 1.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,765,2019-04-10 04:56:00+00:00
"Phase 1 of Perception Perceivers attribute your behavior to something about you—your personality, your abilities, your moral character, your traits—rather than the wider context. This is called correspondence bias. Perceivers make automatic, effortless assumptions on the basis of your behavior. They use shortcuts and heuristics (like stereotypes) to make sense of you. They are entirely unaware of this process, which can be riddled with all sorts of bias. But because it is all unconscious, they believe they are seeing you objectively as you are.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,761,2019-04-10 04:56:00+00:00
Key Takeaways,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,.h3,yellow,h3,location,760,2019-04-10 04:56:00+00:00
Chapter 3 The Two Phases of Perceiving People,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h2

Two phases of perception akin to Kahneman's system 1 and system 2, first phase is automatic using biases, assumptions, and heuristics; second is deliberative and effortful, but takes contact info account and can be more accurate.",yellow,h2,location,527,2019-04-10 04:56:00+00:00
Part II The Lenses That Shape Perception,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h1

Three lenses:

1. The trust lens. You need to let others know they can trust you be being warm, that you have their interests at heart, and competent.

2. The power lens. You need to show that you can help them reach their goals.

3. The ego lens. You need to show that you aren't a threat to their still esteem, or that they can bask in your reflected glory.",yellow,h1,location,779,2019-04-10 04:56:00+00:00
Chapter 4 The Trust Lens,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h2

Trust comes down to warmth and competence. Convey warmth by listening attentively, eye contact while taking, and sharing stories of your past difficulties.

Convey competence with eye contact, being confident but with some humility. Don't show impulsive behaviors! Willpower correlates with competence.",yellow,h2,location,781,2019-04-10 04:56:00+00:00
Chapter 2 Your Observers Are Cognitive Misers (and So Are You),No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h2

We take shortcuts to understanding others, using stereotypes, relying too much on early impressions. We tend to assume that others have the same faults we do, but to assume that we're more moral than others.",yellow,h2,location,281,2019-04-10 04:56:00+00:00
"Alas. There are, in fact, significant differences in perception among spouses, too. Interestingly, these differences are also highly predictable. These biases were nicely illustrated in a study of forty-four married couples, roughly half of whom were currently in marriage counseling. Those in counseling (or, as the researchers referred to them, the “distressed” group) were more likely to have a negative bias—they saw their partner in a far less flattering light than the partner did and tended to hold the partner more personally responsible for any bad behaviors they had engaged in.8 So while Larry may see himself as a fairly conscientious guy who occasionally forgets to take the garbage out (who doesn’t?), his wife, Susan, sees him as irresponsible and inconsiderate, leaving her (once again) to pick up the slack. The couples who were not in counseling—the “nondistressed” group—tended to have a positive bias and were more forgiving. So when Bob forgets to take out the garbage, Mary sees him as merely a bit absent-minded, but really that’s understandable given how hard Bob has been working, and really, brilliant people are often a little absent-minded, aren’t they?",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,258,2019-04-10 04:56:00+00:00
"The researchers found that among people who actually liked the celebrity in question, the average judgment correlation was 0.67. In other words, there was substantial agreement about what someone was like among those who viewed that person positively. (Quick correlation refresher: A correlation of 1.0 is perfect, meaning that one thing exactly predicts the other—they are in total sync. The closer you are to 1.0, the stronger the relationship. A correlation of 0, on the other hand, means there is no relationship at all between the two things you are comparing.) Among those who were more neutral about the celebrity, the correlation fell to 0.44, and among those who actively disliked the celebrity, it was only 0.33, indicating significant differences of opinion. To borrow a bit from Tolstoy, it would appear that while all your fans see you similarly, the haters each hate you in their own, unique way.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,237,2019-04-10 04:56:00+00:00
"Ignoring my former office mate for the moment, it is definitely better to be judgeable—to have other people read you easily and accurately. Research consistently shows that people who are more judgeable are psychologically better adjusted—they are happier; are more satisfied with their personal and professional lives; have more lasting, positive relationships; and have a greater sense of purpose.5 They feel able to live more authentically and are more confident in their self-knowledge.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,200,2019-04-10 04:56:00+00:00
"However, if it seems as if I’m spending a lot of time on the aspects of perception that fall outside of your direct control, you’re right: one terrifying message of this book is how warped other people’s perceptions of you may be, despite your best intentions. But the good news is that understanding how perception really works will give you a lot more ability to shape others’ perceptions—without their even realizing it.",No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,,yellow,,location,134,2019-04-10 04:56:00+00:00
Chapter 1 You Are Surprisingly Hard to Understand,No One Understands You and What to Do About It,Heidi Halvorson,B00O92Q6D0,".h2

We communicate much less than we think we do about our internal states. Further, really understanding us would require taking into account huge amounts of context, impossible in any realistic situation.

We easily form positive or negative biases of others and use them to understand all our interactions.

People often agree on why they like other people, but disagree on why they don't like them.",yellow,h2,location,140,2019-04-10 04:56:00+00:00
